Station;010 Wedding;032 Grunewald;042 Neukölln;077 Buch;085 Friedrichshagen;117 Schildhornstraße;124 Mariendorfer Damm;143 Silbersteinstraße;144 Silbersteinstraße;171 Mitte;174 Frankfurter Allee;190 Leipziger Straße;221 Karl-Marx-Straße
14.03.2023 03:00;6;5;5;5;4;6;7;6;6;5;7;6;7
14.03.2023 04:00;5;5;5;5;4;5;7;6;6;5;6;6;6
14.03.2023 05:00;5;4;4;5;4;5;7;6;6;5;6;6;6
14.03.2023 06:00;5;4;4;5;4;6;8;6;7;5;6;7;7
14.03.2023 07:00;6;4;5;5;4;7;15;9;12;5;8;10;8
14.03.2023 08:00;9;5;6;6;4;9;20;21;26;9;11;13;10
14.03.2023 09:00;11;6;7;9;4;11;22;29;31;14;14;16;15
14.03.2023 10:00;11;6;8;9;4;12;21;22;25;14;16;19;15
14.03.2023 11:00;10;5;8;7;5;15;22;24;30;13;16;17;15
14.03.2023 12:00;8;5;9;7;4;13;19;20;28;14;16;19;16
14.03.2023 13:00;9;5;8;7;4;9;18;21;26;13;15;25;13
14.03.2023 14:00;9;4;9;6;4;9;16;14;16;11;12;18;13
14.03.2023 15:00;7;4;9;5;4;7;11;8;9;8;11;9;9
14.03.2023 16:00;8;4;6;5;3;6;23;7;7;10;7;7;8
14.03.2023 17:00;5;4;5;4;4;5;12;6;6;5;6;7;7
14.03.2023 18:00;3;3;4;3;3;4;5;5;5;4;5;5;6
14.03.2023 19:00;4;4;5;4;4;6;8;7;7;5;7;7;8
14.03.2023 20:00;7;5;8;7;6;7;9;10;10;7;10;9;13
14.03.2023 21:00;9;6;10;9;7;9;10;11;12;9;11;9;13
14.03.2023 22:00;10;7;11;9;9;10;10;13;13;10;12;11;14
14.03.2023 23:00;10;7;11;10;9;10;12;12;14;12;13;11;15
15.03.2023 00:00;11;7;10;9;9;10;14;11;13;12;14;11;15
15.03.2023 01:00;10;8;10;9;9;10;15;12;14;11;14;11;12
15.03.2023 02:00;10;7;9;9;8;10;11;12;14;9;13;11;11
15.03.2023 03:00;9;7;9;9;8;9;10;11;11;9;13;10;11
15.03.2023 04:00;9;7;9;9;8;10;11;11;12;9;13;10;10
15.03.2023 05:00;9;8;10;9;8;11;11;13;13;9;12;10;11
15.03.2023 06:00;10;8;10;9;8;12;13;13;13;10;12;11;12
15.03.2023 07:00;10;8;10;10;8;13;14;15;15;10;15;13;13
15.03.2023 08:00;10;8;10;11;9;12;15;15;15;12;15;13;13
15.03.2023 09:00;11;8;11;11;9;14;16;16;16;14;21;15;17
15.03.2023 10:00;11;9;13;11;11;16;35;19;22;16;21;22;21
15.03.2023 11:00;11;9;12;9;11;14;24;16;17;25;19;25;21
15.03.2023 12:00;10;7;11;8;10;11;21;14;16;36;20;23;17
15.03.2023 13:00;10;7;10;9;8;11;24;11;13;13;23;17;14
15.03.2023 14:00;9;7;9;8;7;10;18;13;15;11;17;14;13
15.03.2023 15:00;9;7;10;8;8;13;21;13;15;14;14;18;15
15.03.2023 16:00;8;6;9;6;8;9;20;13;15;10;14;16;13
15.03.2023 17:00;9;6;8;7;7;11;21;15;12;10;13;16;13
15.03.2023 18:00;5;5;7;6;8;8;20;14;14;8;12;11;12
15.03.2023 19:00;6;4;8;6;5;6;22;12;13;6;9;7;16
15.03.2023 20:00;7;5;11;7;8;7;19;13;17;7;14;10;16
15.03.2023 21:00;8;5;12;7;9;8;20;15;17;8;16;11;19
15.03.2023 22:00;9;6;12;7;9;9;17;22;21;9;16;10;15
15.03.2023 23:00;8;6;11;8;9;10;16;19;18;9;15;11;13
16.03.2023 00:00;8;6;10;9;10;11;15;16;16;9;15;10;15
16.03.2023 01:00;8;6;9;10;9;10;12;14;14;9;14;10;15
16.03.2023 02:00;8;6;10;10;8;10;11;12;12;9;14;10;14
16.03.2023 03:00;8;6;9;10;8;10;12;13;13;9;13;10;13
16.03.2023 04:00;9;7;10;10;8;11;11;13;13;9;13;11;13
16.03.2023 05:00;9;7;9;10;8;12;12;13;12;10;15;11;12
16.03.2023 06:00;9;7;9;11;8;13;14;14;14;10;16;13;12
16.03.2023 07:00;13;7;10;11;8;15;19;18;18;13;18;17;13
16.03.2023 08:00;18;7;11;16;8;17;20;19;21;19;23;23;21
16.03.2023 09:00;20;9;12;12;9;19;29;25;33;21;31;28;22
16.03.2023 10:00;16;7;12;14;11;16;37;32;30;19;28;23;23
16.03.2023 11:00;13;8;10;11;10;14;25;20;21;14;23;17;18
16.03.2023 12:00;11;7;9;8;7;13;23;18;21;12;19;17;16
16.03.2023 13:00;11;6;9;9;7;13;17;16;22;12;21;18;15
16.03.2023 14:00;11;6;10;9;7;11;18;15;17;10;19;18;13
16.03.2023 15:00;10;6;9;8;6;11;13;14;19;10;20;15;14
16.03.2023 16:00;10;5;9;7;5;11;12;20;20;9;17;16;13
16.03.2023 17:00;13;5;7;6;4;11;12;13;17;9;15;16;12
16.03.2023 18:00;11;5;8;6;4;13;15;12;19;8;15;15;15
16.03.2023 19:00;14;6;8;7;7;14;14;17;23;9;17;18;18
16.03.2023 20:00;11;7;8;8;11;13;13;15;17;9;17;17;14
16.03.2023 21:00;11;7;8;8;7;13;13;12;14;9;16;15;14
16.03.2023 22:00;11;8;10;9;7;11;11;13;14;10;14;13;18
16.03.2023 23:00;11;9;11;9;8;12;11;12;13;11;15;13;15
17.03.2023 00:00;13;11;11;10;8;13;12;13;14;12;18;15;15
17.03.2023 01:00;13;10;11;10;9;13;13;14;14;13;18;15;15
17.03.2023 02:00;13;10;12;11;10;14;13;15;15;13;19;15;17
17.03.2023 03:00;14;13;13;12;11;15;15;16;16;14;19;16;18
17.03.2023 04:00;15;12;13;14;12;16;16;17;17;14;18;17;18
17.03.2023 05:00;15;13;13;14;11;17;16;17;17;14;18;17;17
17.03.2023 06:00;15;12;13;13;11;18;17;18;19;15;19;17;17
17.03.2023 07:00;18;13;13;13;11;20;18;21;24;16;22;19;25
17.03.2023 08:00;20;12;15;14;11;22;20;22;26;37;30;21;25
17.03.2023 09:00;23;13;16;15;11;21;21;23;30;36;31;23;26
17.03.2023 10:00;26;12;15;14;11;21;19;21;27;24;28;26;21
17.03.2023 11:00;33;12;14;15;10;20;18;23;29;22;32;24;25
17.03.2023 12:00;29;12;13;13;10;17;18;20;27;17;30;22;25
17.03.2023 13:00;20;12;12;12;10;19;19;21;25;17;33;21;20
17.03.2023 14:00;22;11;13;11;10;19;16;18;21;17;25;22;20
17.03.2023 15:00;26;11;15;12;10;18;16;19;26;37;25;24;20
17.03.2023 16:00;21;10;15;12;11;15;17;28;32;17;33;23;20
17.03.2023 17:00;16;10;15;14;12;20;18;29;36;15;35;49;23
17.03.2023 18:00;18;11;17;16;13;20;23;24;31;17;28;26;26
17.03.2023 19:00;19;12;16;17;13;20;20;19;25;19;27;27;27
17.03.2023 20:00;20;13;18;17;13;23;23;21;26;20;28;30;29
17.03.2023 21:00;19;15;17;18;14;23;20;21;24;19;26;27;27
17.03.2023 22:00;19;16;18;18;15;22;23;22;27;20;26;25;26
17.03.2023 23:00;21;18;19;18;15;24;24;23;26;21;28;27;28
18.03.2023 00:00;21;20;19;19;16;25;22;22;25;22;27;25;28
18.03.2023 01:00;21;21;18;19;16;23;21;21;23;21;29;25;26
18.03.2023 02:00;21;21;17;18;16;23;20;20;23;21;27;23;24
18.03.2023 03:00;21;20;17;18;15;22;19;19;21;20;25;22;22
18.03.2023 04:00;20;18;17;18;14;21;19;19;21;20;24;22;22
18.03.2023 05:00;20;17;17;18;14;21;20;19;22;20;25;22;22
18.03.2023 06:00;20;17;17;18;13;19;24;20;24;19;26;22;23
18.03.2023 07:00;22;17;17;19;14;20;25;24;28;20;26;24;24
18.03.2023 08:00;21;16;17;19;14;21;29;27;32;21;26;23;25
18.03.2023 09:00;22;16;17;19;15;22;25;28;41;23;30;29;25
18.03.2023 10:00;22;15;16;19;16;22;26;24;26;22;28;25;25
18.03.2023 11:00;21;15;18;20;15;22;26;24;26;21;29;26;26
18.03.2023 12:00;21;15;17;20;15;22;26;23;27;21;28;27;27
18.03.2023 13:00;20;14;17;19;16;22;25;25;29;20;28;27;27
18.03.2023 14:00;17;13;16;17;13;21;25;23;26;18;25;24;27
18.03.2023 15:00;15;13;16;16;13;19;27;23;25;18;25;26;24
18.03.2023 16:00;17;13;16;14;12;20;23;26;28;18;27;25;29
18.03.2023 17:00;16;10;17;15;11;19;23;22;22;17;29;25;28
18.03.2023 18:00;14;10;16;15;9;18;31;24;22;20;30;29;23
18.03.2023 19:00;21;9;21;16;11;26;31;28;32;29;38;28;34
18.03.2023 20:00;23;10;29;16;20;31;47;40;46;49;41;42;41
18.03.2023 21:00;27;12;33;29;22;33;47;42;50;52;50;28;45
18.03.2023 22:00;32;15;25;32;19;26;34;31;35;35;35;38;40
18.03.2023 23:00;26;15;22;28;21;25;36;30;34;48;33;36;34
19.03.2023 00:00;25;18;23;30;21;23;35;29;32;49;31;36;33
19.03.2023 01:00;29;19;23;32;21;31;29;28;32;44;33;34;33
19.03.2023 02:00;27;19;22;31;22;31;26;28;32;31;35;32;30
19.03.2023 03:00;28;20;24;30;22;28;27;30;34;71;32;31;32
19.03.2023 04:00;29;22;24;28;21;29;28;28;32;42;33;34;32
19.03.2023 05:00;30;23;22;26;22;30;30;27;31;39;31;33;32
19.03.2023 06:00;30;24;24;26;22;31;31;28;33;42;33;35;33
19.03.2023 07:00;27;24;25;26;22;26;31;30;34;29;34;31;32
19.03.2023 08:00;22;23;23;24;22;28;31;29;31;25;30;25;30
19.03.2023 09:00;23;23;24;20;23;30;31;28;31;29;32;30;32
19.03.2023 10:00;26;23;21;20;21;29;28;25;27;27;29;30;28
19.03.2023 11:00;23;22;19;23;21;25;24;24;25;24;26;24;25
19.03.2023 12:00;20;18;18;19;17;22;23;23;24;22;25;24;24
19.03.2023 13:00;19;16;16;17;14;20;22;22;23;19;23;21;22
19.03.2023 14:00;17;15;18;15;13;21;32;22;24;21;27;25;27
19.03.2023 15:00;20;16;18;16;8;23;20;26;31;22;29;30;29
19.03.2023 16:00;20;16;16;17;12;24;22;24;30;24;24;30;26
19.03.2023 17:00;20;16;18;17;14;26;30;28;31;20;28;30;28
19.03.2023 18:00;23;17;24;17;15;27;32;31;34;24;31;31;32
19.03.2023 19:00;26;19;31;18;17;30;39;37;42;31;36;34;43
19.03.2023 20:00;26;19;35;20;18;32;39;40;45;33;45;35;39
19.03.2023 21:00;19;17;31;26;21;25;35;37;42;28;38;27;35
19.03.2023 22:00;13;11;24;26;22;21;27;30;33;17;32;18;30
19.03.2023 23:00;12;9;16;21;18;16;21;21;24;20;27;20;22
20.03.2023 00:00;11;9;14;17;17;15;17;16;17;16;18;16;17
20.03.2023 01:00;11;10;12;16;17;14;16;17;18;14;21;14;18
20.03.2023 02:00;11;10;12;15;15;13;16;18;20;12;17;12;19
20.03.2023 03:00;13;10;11;15;16;13;16;17;18;13;23;14;19
20.03.2023 04:00;13;11;12;15;14;14;20;17;17;14;23;15;18
20.03.2023 05:00;14;12;12;15;15;15;20;15;16;15;19;15;17
20.03.2023 06:00;16;14;13;17;15;17;24;17;18;16;22;18;19
20.03.2023 07:00;19;15;15;18;16;20;32;20;22;19;26;20;23
20.03.2023 08:00;21;18;20;22;17;23;32;26;28;25;26;25;28
20.03.2023 09:00;22;20;22;23;25;25;29;31;33;28;31;28;31
20.03.2023 10:00;21;18;20;21;24;24;30;29;31;30;29;28;27
20.03.2023 11:00;19;16;17;18;21;21;29;23;26;42;38;25;24
20.03.2023 12:00;15;12;15;15;15;18;23;27;28;22;34;21;22
20.03.2023 13:00;13;10;13;12;13;17;23;18;19;17;46;19;19
20.03.2023 14:00;15;11;13;12;11;20;24;28;41;18;33;21;20
20.03.2023 15:00;18;13;15;14;12;20;27;28;26;24;23;24;23
20.03.2023 16:00;17;15;18;13;15;22;33;25;30;28;27;26;25
20.03.2023 17:00;19;15;18;15;16;21;38;29;30;22;26;25;32
20.03.2023 18:00;18;15;18;15;17;22;33;25;26;22;26;24;29
20.03.2023 19:00;20;14;21;15;17;21;32;26;29;23;27;24;29
20.03.2023 20:00;19;16;20;16;17;21;33;27;29;21;28;25;29
20.03.2023 21:00;18;17;22;17;19;24;30;29;31;22;28;26;29
20.03.2023 22:00;21;18;19;16;19;23;29;24;26;22;25;24;28
20.03.2023 23:00;22;18;19;15;19;24;30;26;28;21;26;25;27
21.03.2023 00:00;22;21;19;16;18;26;33;28;29;23;26;26;28
21.03.2023 01:00;20;24;19;18;21;27;32;25;26;20;22;23;26
21.03.2023 02:00;19;23;17;17;20;27;31;25;27;19;21;22;24
21.03.2023 03:00;24;27;22;17;23;29;33;27;29;24;24;27;28
21.03.2023 04:00;31;28;27;20;25;33;37;32;34;32;34;35;35
21.03.2023 05:00;30;26;26;25;28;31;36;31;33;32;36;33;33
21.03.2023 06:00;29;24;26;32;27;31;35;32;35;31;35;32;34
21.03.2023 07:00;28;23;25;33;26;30;36;35;38;29;36;30;33
21.03.2023 08:00;27;22;25;31;24;33;44;45;51;30;36;35;36
21.03.2023 09:00;26;21;25;30;23;32;40;37;39;34;36;35;34
21.03.2023 10:00;24;19;23;32;23;27;32;33;36;29;34;32;32
21.03.2023 11:00;22;19;23;28;19;25;28;27;29;26;30;26;26
21.03.2023 12:00;25;17;22;22;19;26;36;33;34;24;34;34;28
21.03.2023 13:00;23;15;21;21;19;25;32;33;33;27;33;37;30
21.03.2023 14:00;23;14;20;22;20;22;31;31;45;25;34;35;29
21.03.2023 15:00;23;13;19;22;18;22;33;38;49;26;34;36;29
21.03.2023 16:00;21;13;18;24;17;25;33;27;31;26;33;31;29
21.03.2023 17:00;21;14;20;20;17;25;34;30;34;22;41;35;33
21.03.2023 18:00;24;15;24;20;20;29;38;36;38;27;37;37;37
21.03.2023 19:00;30;18;26;21;23;35;40;39;45;33;43;43;43
21.03.2023 20:00;31;23;27;26;24;35;35;36;43;34;43;41;42
21.03.2023 21:00;29;24;28;31;23;31;32;31;32;31;37;32;35
21.03.2023 22:00;27;24;25;31;19;31;32;28;28;29;30;31;32
21.03.2023 23:00;26;23;25;33;19;27;35;28;30;27;30;30;30
22.03.2023 00:00;24;22;22;33;19;26;27;26;27;25;29;28;26
22.03.2023 01:00;20;19;18;35;19;21;25;22;23;22;24;23;22
22.03.2023 02:00;18;15;15;31;17;19;24;19;21;19;21;20;20
22.03.2023 03:00;18;16;16;26;16;19;24;19;20;18;21;20;20
22.03.2023 04:00;17;16;16;24;16;19;23;19;20;18;21;19;21
22.03.2023 05:00;17;16;18;23;16;18;22;18;19;18;21;19;20
22.03.2023 06:00;17;16;17;21;17;19;24;19;20;18;21;19;20
22.03.2023 07:00;18;16;18;21;17;19;25;21;22;18;22;20;22
22.03.2023 08:00;18;16;19;20;16;21;28;27;30;22;26;24;26
22.03.2023 09:00;21;17;20;20;15;22;38;31;32;23;35;30;32
22.03.2023 10:00;23;16;19;21;15;24;35;28;33;23;31;32;31
22.03.2023 11:00;23;15;17;21;15;24;34;36;46;24;30;28;30
22.03.2023 12:00;22;13;17;21;15;21;29;28;35;38;28;29;24
22.03.2023 13:00;17;11;13;15;11;17;23;21;23;17;21;23;23
22.03.2023 14:00;16;11;14;12;11;16;22;22;25;14;18;23;19
22.03.2023 15:00;16;9;11;11;9;13;20;21;30;13;18;22;17
22.03.2023 16:00;14;8;11;10;8;13;24;19;20;14;17;19;18
22.03.2023 17:00;15;8;12;10;9;12;22;17;20;13;16;18;17
22.03.2023 18:00;13;8;11;11;8;12;26;16;20;12;18;15;15
22.03.2023 19:00;12;8;10;12;9;11;23;18;22;11;16;17;14
22.03.2023 20:00;12;9;12;12;9;13;28;19;19;12;17;17;17
22.03.2023 21:00;11;9;13;11;10;12;29;17;20;11;17;15;15
22.03.2023 22:00;10;9;13;11;9;12;20;17;18;12;15;16;16
22.03.2023 23:00;10;8;11;11;8;11;16;16;17;12;14;16;17
23.03.2023 00:00;11;8;10;11;8;10;13;13;13;13;16;14;15
23.03.2023 01:00;11;8;9;10;7;10;12;12;12;12;15;13;14
23.03.2023 02:00;11;8;11;10;7;10;12;12;12;11;12;12;14
23.03.2023 03:00;13;8;8;9;7;11;12;11;12;12;12;11;12
23.03.2023 04:00;10;7;8;10;8;11;12;10;11;11;12;11;12
23.03.2023 05:00;9;8;8;9;7;10;11;10;11;10;11;10;11
23.03.2023 06:00;9;8;8;9;7;10;14;10;11;9;13;11;12
23.03.2023 07:00;10;7;8;11;7;11;19;12;13;9;13;12;12
23.03.2023 08:00;9;6;7;10;7;8;13;10;11;8;10;10;9
23.03.2023 09:00;7;6;7;7;7;9;13;9;10;8;13;10;10
23.03.2023 10:00;8;6;7;7;6;9;11;9;10;9;13;10;12
23.03.2023 11:00;7;6;6;7;6;8;10;8;9;8;10;9;11
23.03.2023 12:00;8;5;6;6;5;8;21;11;13;10;11;12;11
23.03.2023 13:00;10;6;7;6;5;10;21;18;19;11;11;12;13
23.03.2023 14:00;10;6;7;7;5;9;21;16;20;11;12;12;13
23.03.2023 15:00;11;6;8;7;6;9;20;16;17;10;14;13;12
23.03.2023 16:00;10;6;8;8;6;9;20;14;16;16;14;13;11
23.03.2023 17:00;9;6;7;9;6;9;20;10;12;14;15;13;12
23.03.2023 18:00;8;6;11;8;6;9;26;16;17;11;13;13;13
23.03.2023 19:00;6;6;8;7;7;9;16;13;16;9;13;12;14
23.03.2023 20:00;7;6;8;7;8;7;16;11;12;8;12;9;10
23.03.2023 21:00;7;7;8;8;7;10;13;12;13;8;11;9;10
23.03.2023 22:00;9;8;10;8;7;12;14;13;13;10;13;11;14
23.03.2023 23:00;11;10;11;9;8;12;15;13;13;13;16;13;16
24.03.2023 00:00;11;10;11;11;9;12;14;14;15;15;15;13;14
24.03.2023 01:00;10;10;9;12;8;10;11;11;13;13;15;12;13
24.03.2023 02:00;8;9;7;11;8;9;10;9;10;9;12;9;11
24.03.2023 03:00;8;8;7;10;7;9;10;8;9;9;10;9;10
24.03.2023 04:00;8;7;7;9;8;9;9;9;9;9;10;9;10
24.03.2023 05:00;8;7;7;9;8;9;10;9;9;9;10;9;9
24.03.2023 06:00;9;8;8;9;8;10;13;10;11;9;13;11;11
24.03.2023 07:00;10;9;9;10;8;11;13;11;11;11;13;12;12
24.03.2023 08:00;10;8;8;9;7;11;13;12;13;11;12;12;12
24.03.2023 09:00;11;9;9;10;8;11;13;15;14;14;16;13;13
24.03.2023 10:00;11;9;10;10;8;12;14;14;16;11;13;12;13
24.03.2023 11:00;10;9;9;10;8;12;14;15;17;12;15;12;13
24.03.2023 12:00;10;8;9;9;8;10;23;15;19;14;13;11;12
24.03.2023 13:00;11;8;8;9;6;11;27;19;22;17;15;15;12
24.03.2023 14:00;10;8;9;8;7;11;19;19;21;12;18;17;16
24.03.2023 15:00;9;7;10;7;7;10;19;12;12;12;16;15;14
24.03.2023 16:00;9;7;8;8;7;11;20;14;15;10;13;13;11
24.03.2023 17:00;9;7;8;8;7;10;20;14;15;10;13;10;12
24.03.2023 18:00;9;8;10;10;8;12;18;19;22;11;16;16;17
24.03.2023 19:00;12;8;18;12;7;16;21;22;26;14;22;19;23
24.03.2023 20:00;15;9;19;14;8;22;24;24;26;18;28;24;28
24.03.2023 21:00;13;11;16;14;8;18;23;21;25;20;23;22;22
24.03.2023 22:00;8;7;11;11;11;12;21;19;21;12;18;12;15
24.03.2023 23:00;7;6;9;8;12;10;17;14;17;9;13;11;13
25.03.2023 00:00;9;8;11;8;12;16;17;15;17;12;16;15;15
25.03.2023 01:00;9;9;8;10;7;11;10;11;11;11;13;13;11
25.03.2023 02:00;7;6;6;9;5;7;9;8;9;7;9;8;10
25.03.2023 03:00;6;6;7;7;5;7;8;7;8;7;8;8;8
25.03.2023 04:00;6;5;8;6;6;7;8;7;8;7;8;7;8
25.03.2023 05:00;6;5;6;6;6;7;9;8;8;7;9;7;8
25.03.2023 06:00;5;5;5;6;6;6;8;7;7;6;7;7;7
25.03.2023 07:00;5;5;5;6;5;6;8;6;7;6;7;6;7
25.03.2023 08:00;5;4;5;5;4;5;7;8;10;5;6;6;6
25.03.2023 09:00;6;4;5;5;4;6;7;10;19;6;7;6;6
25.03.2023 10:00;6;4;5;6;4;7;9;13;16;13;7;7;7
25.03.2023 11:00;6;4;5;6;4;6;9;19;30;6;8;7;7
25.03.2023 12:00;5;4;5;7;4;6;8;13;21;6;7;7;7
25.03.2023 13:00;5;4;5;5;4;6;10;8;10;6;8;7;7
25.03.2023 14:00;5;4;5;5;4;6;8;8;10;5;8;7;7
25.03.2023 15:00;4;4;4;4;4;5;9;7;8;5;7;6;6
25.03.2023 16:00;4;4;5;5;4;5;11;6;7;5;7;6;7
25.03.2023 17:00;5;4;6;5;4;6;9;7;7;5;7;8;7
25.03.2023 18:00;6;5;8;6;4;7;12;10;12;6;8;7;8
25.03.2023 19:00;6;5;13;6;5;8;10;13;15;7;11;9;11
25.03.2023 20:00;6;5;12;7;5;8;10;8;9;8;11;9;13
25.03.2023 21:00;5;4;6;7;5;6;11;7;7;6;9;7;9
25.03.2023 22:00;4;4;5;5;4;5;7;6;7;5;7;6;6
25.03.2023 23:00;4;4;5;5;4;6;10;5;6;5;8;6;6
26.03.2023 00:00;5;5;5;6;5;6;7;6;7;6;8;7;7
26.03.2023 01:00;5;5;5;6;5;6;9;7;7;6;8;6;7
26.03.2023 03:00;5;5;5;6;5;6;10;7;7;6;8;7;7
26.03.2023 04:00;5;5;5;6;5;6;7;7;7;5;7;6;6
26.03.2023 05:00;4;4;4;5;4;5;10;6;6;4;6;5;5
26.03.2023 06:00;5;5;5;6;4;6;9;6;6;6;7;6;6
26.03.2023 07:00;6;5;5;6;5;6;9;6;6;6;8;6;6
26.03.2023 08:00;5;5;5;6;5;6;8;6;6;6;7;6;7
26.03.2023 09:00;5;5;6;6;5;7;9;7;7;6;7;7;7
26.03.2023 10:00;6;5;6;6;5;7;12;6;7;6;8;6;7
26.03.2023 11:00;6;6;6;7;5;8;12;7;7;7;8;7;8
26.03.2023 12:00;6;6;7;7;6;9;17;10;10;8;9;8;9
26.03.2023 13:00;6;6;7;9;6;10;13;11;12;8;9;7;9
26.03.2023 14:00;8;6;8;10;7;8;10;10;11;11;12;10;10
26.03.2023 15:00;8;5;8;8;7;7;9;8;9;10;12;10;11
26.03.2023 16:00;7;5;7;8;6;7;10;8;8;8;10;9;9
26.03.2023 17:00;6;6;7;7;5;8;11;7;8;8;10;9;10
26.03.2023 18:00;7;6;7;7;6;8;11;8;9;8;9;8;11
26.03.2023 19:00;7;6;8;7;6;9;11;10;10;8;10;8;12
26.03.2023 20:00;7;6;9;8;7;9;11;17;22;9;10;9;14
26.03.2023 21:00;10;6;10;9;8;10;12;13;15;10;11;10;17
26.03.2023 22:00;12;10;11;11;8;12;13;11;14;12;13;14;14
26.03.2023 23:00;12;12;12;12;10;14;13;12;15;14;14;15;15
27.03.2023 00:00;13;11;12;14;12;14;13;13;16;14;15;15;15
27.03.2023 01:00;12;11;11;12;11;13;12;12;15;13;15;14;14
27.03.2023 02:00;9;8;8;10;9;9;9;9;11;10;12;11;10
27.03.2023 03:00;7;7;7;9;7;8;8;7;9;8;10;9;9
27.03.2023 04:00;6;6;7;7;6;8;8;7;8;7;9;8;8
27.03.2023 05:00;6;5;6;6;5;7;7;7;7;6;8;7;7
27.03.2023 06:00;5;5;5;5;5;6;8;6;7;6;7;7;7
27.03.2023 07:00;6;5;6;6;5;7;10;8;9;6;8;8;7
27.03.2023 08:00;6;5;7;6;6;8;15;10;10;9;9;9;9
27.03.2023 09:00;7;6;7;6;6;9;14;11;11;27;10;10;10
27.03.2023 10:00;7;6;8;6;6;9;13;9;9;19;16;10;10
27.03.2023 11:00;7;6;8;5;6;8;12;8;9;11;15;10;9
27.03.2023 12:00;7;5;7;5;6;8;11;8;9;12;10;15;10
27.03.2023 13:00;6;5;7;5;6;8;12;9;10;21;19;10;9
27.03.2023 14:00;7;5;7;5;6;8;12;8;9;39;21;10;9
27.03.2023 15:00;7;6;7;6;6;8;12;10;9;20;10;13;10
27.03.2023 16:00;7;5;7;5;6;8;12;8;9;13;10;12;10
27.03.2023 17:00;6;5;7;6;6;7;13;9;10;8;11;12;10
27.03.2023 18:00;7;6;7;6;7;10;16;9;10;8;12;10;10
27.03.2023 19:00;6;5;8;5;6;8;15;9;10;8;12;10;10
27.03.2023 20:00;6;4;7;5;6;7;8;8;9;6;10;8;12
27.03.2023 21:00;7;4;10;5;7;6;8;12;14;6;10;7;10
27.03.2023 22:00;5;4;6;5;5;5;8;7;8;5;8;6;7
27.03.2023 23:00;5;4;5;5;5;6;6;7;7;5;7;6;7
28.03.2023 00:00;5;4;5;5;5;5;6;7;7;5;8;6;6
28.03.2023 01:00;4;4;5;4;4;5;5;7;6;5;7;6;6
28.03.2023 02:00;5;4;5;4;5;5;5;6;6;6;11;6;7
28.03.2023 03:00;4;4;7;3;3;5;5;6;5;4;5;5;9
28.03.2023 04:00;4;4;5;4;4;5;6;5;5;4;6;6;6
28.03.2023 05:00;5;4;5;4;4;5;6;6;6;5;6;5;7
28.03.2023 06:00;5;5;5;5;4;6;6;7;7;5;7;6;6
28.03.2023 07:00;6;5;6;6;5;6;7;7;7;6;8;7;7
28.03.2023 08:00;6;5;6;6;6;7;9;8;8;7;7;6;8
28.03.2023 09:00;5;5;6;6;6;7;8;7;8;8;10;7;8
28.03.2023 10:00;6;5;7;7;6;8;8;8;9;10;13;9;11
28.03.2023 11:00;6;5;7;6;6;11;20;8;10;11;10;17;13
28.03.2023 12:00;7;4;6;6;5;8;19;9;11;13;8;14;11
28.03.2023 13:00;6;4;6;5;5;8;12;7;9;13;9;11;9
28.03.2023 14:00;6;4;6;5;5;6;11;7;7;15;8;11;8
28.03.2023 15:00;6;4;6;5;5;6;13;7;8;21;9;12;8
28.03.2023 16:00;6;4;6;5;5;6;11;8;8;26;7;9;7
28.03.2023 17:00;6;4;6;5;5;6;12;7;8;7;8;9;9
28.03.2023 18:00;6;5;5;5;5;7;13;7;7;7;8;9;8
28.03.2023 19:00;7;5;7;5;5;9;18;8;9;7;9;11;12
28.03.2023 20:00;9;6;11;6;6;12;24;24;26;8;13;14;21
28.03.2023 21:00;12;6;21;7;6;21;31;23;26;10;19;16;23
28.03.2023 22:00;11;6;14;7;8;17;30;20;22;14;19;16;19
28.03.2023 23:00;12;6;16;8;9;20;25;26;28;13;23;20;24
29.03.2023 00:00;15;7;17;8;13;21;27;25;26;18;29;23;24
29.03.2023 01:00;15;9;14;15;15;16;20;18;18;17;26;19;21
29.03.2023 02:00;13;9;13;16;13;14;17;16;17;16;23;16;20
29.03.2023 03:00;13;10;12;17;12;13;14;16;17;17;22;17;18
29.03.2023 04:00;13;10;11;16;11;12;13;14;15;15;19;14;16
29.03.2023 05:00;12;10;13;15;10;13;14;20;21;14;23;15;17
29.03.2023 06:00;13;9;16;17;9;15;18;26;25;18;28;18;22
29.03.2023 07:00;25;9;14;16;9;18;23;21;21;18;30;23;23
29.03.2023 08:00;26;10;14;15;10;22;22;24;31;18;30;27;27
29.03.2023 09:00;33;10;15;18;10;24;32;26;30;22;46;35;28
29.03.2023 10:00;30;11;17;20;11;22;33;28;32;22;39;30;25
29.03.2023 11:00;20;10;15;18;10;20;34;23;25;19;27;29;27
29.03.2023 12:00;16;9;14;15;9;16;29;22;21;16;23;24;24
29.03.2023 13:00;15;9;12;11;8;15;21;18;20;19;18;20;18
29.03.2023 14:00;15;9;14;12;9;16;24;17;18;15;19;21;21
29.03.2023 15:00;14;9;14;11;11;15;26;21;26;18;22;31;20
29.03.2023 16:00;22;9;12;11;11;16;29;28;24;21;20;29;18
29.03.2023 17:00;23;10;14;10;11;17;30;20;23;17;22;25;19
